timestamp_ms,gas,brake,distanceTraveled,speedKmh,normalizedCarPosition,steerAngle,tyreCompound,wheelsPressureFL,wheelsPressureFR,wheelsPressureRL,wheelsPressureRR,tyreTempFL,tyreTempFR,tyreTempRL,tyreTempRR,tyreWearFL,tyreWearFR,tyreWearRL,tyreWearRR,wheelLoadFL,wheelLoadFR,wheelLoadRL,wheelLoadRR
1776176144553,1.0,0.0,14265.73046875,159.3639678955078,0.0010078332852572203,-0.0007797403959557414,Semislicks (SM),33.08469772338867,31.9017276763916,32.49980926513672,31.858383178710938,76.52936553955078,69.13580322265625,72.8738021850586,68.86489868164062,99.38489532470703,99.49964904785156,99.300537109375,99.38345336914062,3470.517333984375,3405.920166015625,3742.271484375,3943.03369140625
1776176144573,1.0,0.0,14266.3935546875,159.53140258789062,0.0012306341668590903,-0.0005096731474623084,Semislicks (SM),33.08476638793945,31.901878356933594,32.49989700317383,31.858535766601562,76.52978515625,69.13673400878906,72.87435913085938,68.86585235595703,99.3848876953125,99.49964141845703,99.30052185058594,99.3834228515625,3284.5625,3395.99853515625,3564.805419921875,4082.176513671875
1776176144593,1.0,0.0,14267.8544921875,159.7020721435547,0.0016401917673647404,-0.00015225392417050898,Semislicks (SM),33.08486557006836,31.90203285217285,32.50001525878906,31.85869026184082,76.5304183959961,69.13771057128906,72.87508392333984,68.86681365966797,99.3848876953125,99.49964141845703,99.30050659179688,99.38340759277344,3485.05029296875,3770.596923828125,4053.6416015625,3872.8515625
1776176144613,1.0,0.0,14268.65234375,159.85020446777344,0.0018275687471032143,0.00015225392417050898,Semislicks (SM),33.084983825683594,31.902210235595703,32.50013732910156,31.858808517456055,76.5311508178711,69.13880920410156,72.8758544921875,68.8675537109375,99.3848876953125,99.4996337890625,99.30048370361328,99.38339233398438,3707.534423828125,3644.827880859375,4127.349609375,3926.313720703125
1776176144633,1.0,0.0,14269.318359375,160.0218048095703,0.0020513487979769707,0.0005752879078499973,Semislicks (SM),33.08507537841797,31.902341842651367,32.50026321411133,31.858963012695312,76.53172302246094,69.13964080810547,72.87664031982422,68.86851501464844,99.3848876953125,99.4996337890625,99.30046844482422,99.38337707519531,3183.258056640625,3264.493896484375,3960.420166015625,3963.294921875
1776176144653,1.0,0.0,14270.1181640625,160.19789123535156,0.0022758611012250185,0.0009577041491866112,Semislicks (SM),33.0850944519043,31.902477264404297,32.500404357910156,31.859128952026367,76.53184509277344,69.1404800415039,72.8775405883789,68.86956024169922,99.38488006591797,99.4996337890625,99.30045318603516,99.38335418701172,3007.94677734375,3482.156005859375,4089.062744140625,4395.9208984375
1776176144675,1.0,0.0,14271.5859375,160.37803649902344,0.0026879317592829466,0.0013308573979884386,Semislicks (SM),33.085166931152344,31.902645111083984,32.50057601928711,31.859344482421875,76.53228759765625,69.14153289794922,72.87859344482422,68.87090301513672,99.38488006591797,99.4996337890625,99.30043029785156,99.38333892822266,3693.23046875,3496.594970703125,4284.7216796875,4312.24267578125
1776176144695,1.0,0.0,14272.3876953125,160.53790283203125,0.0028746463358402252,0.0014857198111712933,Semislicks (SM),33.08536148071289,31.90279197692871,32.50069808959961,31.859498977661133,76.53350830078125,69.14244842529297,72.87936401367188,68.87187194824219,99.38488006591797,99.49962615966797,99.3004150390625,99.38331604003906,4135.2041015625,3599.734130859375,3651.207275390625,3940.01171875
1776176144714,1.0,0.0,14273.056640625,160.67352294921875,0.0031002089381217957,0.0015248892595991492,Semislicks (SM),33.085506439208984,31.90296173095703,32.500755310058594,31.85962677001953,76.53441619873047,69.14350891113281,72.87971496582031,68.87267303466797,99.38487243652344,99.49962615966797,99.30039978027344,99.38330078125,3738.492919921875,3793.377685546875,3466.64013671875,4049.275634765625
1776176144733,1.0,0.0,14273.859375,160.8165283203125,0.0032876143231987953,0.0015248892595991492,Semislicks (SM),33.08559799194336,31.903125762939453,32.50082778930664,31.85977554321289,76.53499603271484,69.14453887939453,72.88016510009766,68.87359619140625,99.38487243652344,99.49961853027344,99.30038452148438,99.38328552246094,3424.02734375,3638.42822265625,3828.29736328125,4145.806640625
1776176144753,1.0,0.0,14274.529296875,160.99427795410156,0.0035132349003106356,0.0015248892595991492,Semislicks (SM),33.0856819152832,31.90329360961914,32.501014709472656,31.859933853149414,76.53550720214844,69.14558410644531,72.88134765625,68.87458801269531,99.3848648071289,99.49961853027344,99.30036163330078,99.38326263427734,3358.716796875,3585.701416015625,4722.83251953125,4159.2919921875
1776176144773,1.0,0.0,14275.333984375,161.17774963378906,0.0037015536800026894,0.0015248892595991492,Semislicks (SM),33.085792541503906,31.90349006652832,32.501224517822266,31.860136032104492,76.53620147705078,69.14681243896484,72.88264465332031,68.8758544921875,99.3848648071289,99.4996109008789,99.30034637451172,99.38324737548828,3614.489013671875,3706.1591796875,4463.0205078125,4498.15234375
1776176144794,1.0,0.0,14276.810546875,161.34222412109375,0.004152828361839056,0.0015248892595991492,Semislicks (SM),33.08592224121094,31.903682708740234,32.501373291015625,31.86034393310547,76.5370101928711,69.14801788330078,72.88357543945312,68.87714385986328,99.3848648071289,99.4996109008789,99.30032348632812,99.38323211669922,3672.50537109375,3714.9091796875,3963.3896484375,4346.94775390625
1776176144813,1.0,0.0,14277.6171875,161.48345947265625,0.004341726657003164,0.0014857198111712933,Semislicks (SM),33.086029052734375,31.903858184814453,32.50146484375,31.860502243041992,76.53767395019531,69.14910888671875,72.88416290283203,68.87814331054688,99.3848648071289,99.4996109008789,99.3003158569336,99.38320922851562,3455.95556640625,3731.470703125,3829.015869140625,4279.82568359375
1776176144833,1.0,0.0,14278.2900390625,161.6534881591797,0.004567894618958235,0.0014467284781858325,Semislicks (SM),33.086143493652344,31.90403938293457,32.50160217285156,31.86071014404297,76.53840637207031,69.1502456665039,72.88500213623047,68.87943267822266,99.3848648071289,99.49960327148438,99.30029296875,99.38319396972656,3559.279541015625,3624.703857421875,4159.0576171875,4349.58984375
1776176144854,1.0,0.0,14279.09765625,161.80023193359375,0.004756847396492958,0.0014467284781858325,Semislicks (SM),33.086219787597656,31.904193878173828,32.501739501953125,31.860877990722656,76.53886413574219,69.15120697021484,72.88587951660156,68.88048553466797,99.3848648071289,99.49960327148438,99.30027770996094,99.3831787109375,3144.51171875,3506.45458984375,4346.83447265625,4295.736328125
1776176144876,1.0,0.0,14279.771484375,161.9737091064453,0.004983619786798954,0.0014467284781858325,Semislicks (SM),33.08631896972656,31.904342651367188,32.501914978027344,31.861074447631836,76.53948211669922,69.15214538574219,72.886962890625,68.8817138671875,99.38485717773438,99.49960327148438,99.30026245117188,99.3831558227539,3634.864013671875,3532.706787109375,4210.38720703125,4284.154296875
1776176144894,1.0,0.0,14281.2548828125,162.13931274414062,0.005399835761636496,0.0014467284781858325,Semislicks (SM),33.086483001708984,31.904556274414062,32.50208282470703,31.861251831054688,76.54051971435547,69.15347290039062,72.88802337646484,68.88282012939453,99.38485717773438,99.49960327148438,99.30023956298828,99.38314056396484,3987.024169921875,3792.94189453125,4258.3427734375,4162.93212890625
1776176144916,1.0,0.0,14282.0654296875,162.2977752685547,0.005589235574007034,0.0014467284781858325,Semislicks (SM),33.08665084838867,31.904754638671875,32.50221252441406,31.86142349243164,76.54157257080078,69.15471649169922,72.88883972167969,68.88389587402344,99.38484954833984,99.49960327148438,99.30022430419922,99.38312530517578,3655.7470703125,3719.79345703125,3825.54052734375,3947.9033203125
1776176144934,1.0,0.0,14282.7412109375,162.439208984375,0.005816247779875994,0.001369294011965394,Semislicks (SM),33.08675765991211,31.904926300048828,32.50233459472656,31.861553192138672,76.542236328125,69.1557846069336,72.88958740234375,68.88471221923828,99.38484954833984,99.49959564208984,99.30020904541016,99.38310241699219,3791.3037109375,3755.513671875,4159.3564453125,4104.77294921875
1776176144954,1.0,0.0,14283.552734375,162.61207580566406,0.006044541951268911,0.0012545629870146513,Semislicks (SM),33.086883544921875,31.905149459838867,32.50252151489258,31.86175537109375,76.54302215576172,69.15718078613281,72.89075469970703,68.88597869873047,99.38484954833984,99.49959564208984,99.30018615722656,99.38308715820312,3254.82763671875,3945.30712890625,4600.1416015625,4377.90380859375
1776176144974,1.0,0.0,14285.04296875,162.75350952148438,0.006462284363806248,0.0011790657881647348,Semislicks (SM),33.08708572387695,31.905345916748047,32.502689361572266,31.861928939819336,76.54428100585938,69.15841674804688,72.89181518554688,68.88705444335938,99.38484191894531,99.49959564208984,99.30017852783203,99.38307189941406,4741.4970703125,3865.560546875,4381.88232421875,4332.4462890625
1776176144995,1.0,0.0,14285.720703125,162.91954040527344,0.006652526091784239,0.0010673877550289035,Semislicks (SM),33.08734893798828,31.905548095703125,32.50285339355469,31.862131118774414,76.54593658447266,69.15967559814453,72.8928451538086,68.88832092285156,99.38484191894531,99.49958801269531,99.30015563964844,99.38304901123047,4238.8701171875,3655.236083984375,4466.8955078125,4358.826171875
1776176145013,1.0,0.0,14286.53515625,163.08624267578125,0.006881079636514187,0.0009216107428073883,Semislicks (SM),33.08753967285156,31.905744552612305,32.50300598144531,31.862350463867188,76.54711151123047,69.16090393066406,72.8937759399414,68.88969421386719,99.38484191894531,99.49958801269531,99.30014038085938,99.3830337524414,3808.6259765625,3792.5283203125,3866.303955078125,4564.8671875
1776176145036,1.0,0.0,14287.3505859375,163.25714111328125,0.007071614731103182,0.0007797403959557414,Semislicks (SM),33.08765411376953,31.905967712402344,32.50325393676758,31.862577438354492,76.5478515625,69.16230010986328,72.89533996582031,68.89110565185547,99.38484191894531,99.49958801269531,99.30011749267578,99.38301086425781,3418.8759765625,3756.0693359375,5241.12646484375,4470.2236328125
1776176145053,1.0,0.0,14288.0302734375,163.40438842773438,0.0073005142621695995,0.000676169351208955,Semislicks (SM),33.087730407714844,31.906112670898438,32.503475189208984,31.862751007080078,76.54830932617188,69.1632080078125,72.89672088623047,68.8921890258789,99.38484191894531,99.49958038330078,99.30009460449219,99.38300323486328,3248.2548828125,3371.5791015625,4783.58544921875,4279.0703125
1776176145073,1.0,0.0,14288.8466796875,163.5656280517578,0.00749170919880271,0.0005423082038760185,Semislicks (SM),33.087799072265625,31.906217575073242,32.503662109375,31.86294937133789,76.54875946044922,69.16386413574219,72.89788818359375,68.89344024658203,99.38483428955078,99.49958038330078,99.30007934570312,99.38298797607422,3562.4501953125,2908.281005859375,4173.83837890625,4433.962890625
1776176145094,1.0,0.0,14290.3447265625,163.70375061035156,0.007950028404593468,0.00038288673385977745,Semislicks (SM),33.087921142578125,31.906307220458984,32.50376510620117,31.863143920898438,76.54952239990234,69.16442108154297,72.8985366821289,68.8946533203125,99.38483428955078,99.49958038330078,99.3000717163086,99.38296508789062,3208.44482421875,3272.210205078125,3755.3896484375,4510.73681640625
1776176145113,1.0,0.0,14291.1630859375,163.8575439453125,0.008141521364450455,0.00020636370754800737,Semislicks (SM),33.08803939819336,31.906494140625,32.50386428833008,31.863327026367188,76.55023956298828,69.16558837890625,72.8991470336914,68.89579772949219,99.38482666015625,99.49958038330078,99.300048828125,99.38294982910156,3413.891845703125,3632.85791015625,3574.111083984375,3959.12353515625
