timestamp_ms,gas,brake,distanceTraveled,speedKmh,normalizedCarPosition
1776176144553,1.0,0.0,14265.73046875,159.3639678955078,0.0010078332852572203
1776176144573,1.0,0.0,14266.3935546875,159.53140258789062,0.0012306341668590903
1776176144593,1.0,0.0,14267.8544921875,159.7020721435547,0.0016401917673647404
1776176144613,1.0,0.0,14268.65234375,159.85020446777344,0.0018275687471032143
1776176144633,1.0,0.0,14269.318359375,160.0218048095703,0.0020513487979769707
1776176144653,1.0,0.0,14270.1181640625,160.19789123535156,0.0022758611012250185
1776176144675,1.0,0.0,14271.5859375,160.37803649902344,0.0026879317592829466
1776176144695,1.0,0.0,14272.3876953125,160.53790283203125,0.0028746463358402252
1776176144714,1.0,0.0,14273.056640625,160.67352294921875,0.0031002089381217957
1776176144733,1.0,0.0,14273.859375,160.8165283203125,0.0032876143231987953
1776176144753,1.0,0.0,14274.529296875,160.99427795410156,0.0035132349003106356
1776176144773,1.0,0.0,14275.333984375,161.17774963378906,0.0037015536800026894
1776176144794,1.0,0.0,14276.810546875,161.34222412109375,0.004152828361839056
1776176144813,1.0,0.0,14277.6171875,161.48345947265625,0.004341726657003164
1776176144833,1.0,0.0,14278.2900390625,161.6534881591797,0.004567894618958235
1776176144854,1.0,0.0,14279.09765625,161.80023193359375,0.004756847396492958
1776176144876,1.0,0.0,14279.771484375,161.9737091064453,0.004983619786798954
1776176144894,1.0,0.0,14281.2548828125,162.13931274414062,0.005399835761636496
1776176144916,1.0,0.0,14282.0654296875,162.2977752685547,0.005589235574007034
1776176144934,1.0,0.0,14282.7412109375,162.439208984375,0.005816247779875994
1776176144954,1.0,0.0,14283.552734375,162.61207580566406,0.006044541951268911
1776176144974,1.0,0.0,14285.04296875,162.75350952148438,0.006462284363806248
1776176144995,1.0,0.0,14285.720703125,162.91954040527344,0.006652526091784239
1776176145013,1.0,0.0,14286.53515625,163.08624267578125,0.006881079636514187
1776176145036,1.0,0.0,14287.3505859375,163.25714111328125,0.007071614731103182
1776176145053,1.0,0.0,14288.0302734375,163.40438842773438,0.0073005142621695995
1776176145073,1.0,0.0,14288.8466796875,163.5656280517578,0.00749170919880271
1776176145094,1.0,0.0,14290.3447265625,163.70375061035156,0.007950028404593468
1776176145113,1.0,0.0,14291.1630859375,163.8575439453125,0.008141521364450455
1776176145133,1.0,0.0,14291.845703125,164.0081024169922,0.008371375501155853
1776176145153,1.0,0.0,14292.6650390625,164.14706420898438,0.008563128300011158
1776176145173,1.0,0.0,14293.3486328125,164.31736755371094,0.008792874403297901
1776176145193,1.0,0.0,14294.853515625,164.4839630126953,0.009215363301336765
1776176145213,1.0,0.0,14295.67578125,164.6302947998047,0.00940722692757845
1776176145233,1.0,0.0,14296.361328125,164.8028564453125,0.009638426825404167
1776176145253,1.0,0.0,14297.1845703125,164.96153259277344,0.00987176038324833
1776176145273,1.0,0.0,14298.0087890625,165.1092987060547,0.010127456858754158
1776176145293,1.0,0.0,14299.521484375,165.26864624023438,0.010265299119055271
1776176145313,1.0,0.0,14300.2099609375,165.41998291015625,0.010744748637080193
1776176145333,1.0,0.0,14301.037109375,165.56214904785156,0.010912386700510979
