timestamp_ms,gas,brake,distanceTraveled,speedKmh,normalizedCarPosition
1776175927873,1.0,0.0,7119.12109375,159.65293884277344,0.0009920442244037986
1776175927893,1.0,0.0,7119.9189453125,159.78807067871094,0.0011780040804296732
1776175927913,1.0,0.0,7120.583984375,159.95359802246094,0.0014027756405994296
1776175927933,1.0,0.0,7122.1826171875,160.1290740966797,0.0018139806343242526
1776175927953,1.0,0.0,7122.849609375,160.27879333496094,0.002037760568782687
1776175927973,1.0,0.0,7123.65087890625,160.44876098632812,0.0022258716635406017
1776175927993,1.0,0.0,7124.31884765625,160.6284637451172,0.002449990715831518
1776175928013,1.0,0.0,7125.12109375,160.77407836914062,0.002637933474034071
1776175928034,1.0,0.0,7126.59423828125,160.92669677734375,0.003050596918910742
1776175928056,1.0,0.0,7127.2646484375,161.09158325195312,0.003276518080383539
1776175928073,1.0,0.0,7128.06982421875,161.2447509765625,0.0035025551915168762
1776175928093,1.0,0.0,7128.87548828125,161.42405700683594,0.0036905002780258656
1776175928114,1.0,0.0,7129.54736328125,161.59332275390625,0.003916892223060131
1776175928133,1.0,0.0,7131.02783203125,161.7319793701172,0.004331913776695728
1776175928153,1.0,0.0,7131.83642578125,161.89886474609375,0.004521270282566547
1776175928174,1.0,0.0,7132.5107421875,162.07229614257812,0.0047106314450502396
1776175928193,1.0,0.0,7133.185546875,162.216552734375,0.004937771707773209
1776175928213,1.0,0.0,7133.99609375,162.38262939453125,0.005164964124560356
1776175928233,1.0,0.0,7135.4833984375,162.54266357421875,0.0055826762691140175
1776175928256,1.0,0.0,7136.2958984375,162.69895935058594,0.005810500122606754
1776175928274,1.0,0.0,7137.10888671875,162.85110473632812,0.006000588648021221
1776175928294,1.0,0.0,7137.787109375,163.02676391601562,0.0061904978938400745
1776175928314,1.0,0.0,7138.4658203125,163.1643829345703,0.006419093813747168
1776175928335,1.0,0.0,7139.96044921875,163.34120178222656,0.006838650442659855
1776175928354,1.0,0.0,7140.77685546875,163.49432373046875,0.007067902944982052
1776175928374,1.0,0.0,7141.59375,163.63818359375,0.0072967978194355965
1776175928395,1.0,0.0,7142.41162109375,163.82601928710938,0.0074879927560687065
1776175928413,1.0,0.0,7143.09375,163.96348571777344,0.007717594970017672
1776175928434,1.0,0.0,7144.595703125,164.0912322998047,0.00813903659582138
1776175928454,1.0,0.0,7145.416015625,164.24252319335938,0.00833078846335411
1776175928473,1.0,0.0,7146.10009765625,164.40411376953125,0.008561057038605213
1776175928493,1.0,0.0,7146.92138671875,164.53761291503906,0.008753477595746517
1776175928513,1.0,0.0,7147.6064453125,164.7109832763672,0.008983638137578964
